http://en.wikipedia.org/wiki/Bernard_Francis_Law	111.375
http://en.wikipedia.org/wiki/Stalinism	29.75
http://en.wikipedia.org/wiki/Brian_Bergstein	7.75
http://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant	53.75
http://en.wikipedia.org/wiki/Four_Marks_of_the_Church	101.375
http://en.wikipedia.org/wiki/Christmas_cracker	1.0
http://en.wikipedia.org/wiki/Boreraig	53.75
http://en.wikipedia.org/wiki/G20_developing_nations	29.75
http://en.wikipedia.org/wiki/Vatican_Television_Center	101.375
http://en.wikipedia.org/wiki/Santa_Maria_in_Cosmedin	25.625
http://en.wikipedia.org/wiki/Nevada_corporation	1.0
http://en.wikipedia.org/wiki/J%C3%A1nos_K%C3%A1d%C3%A1r	111.375
http://en.wikipedia.org/wiki/Abraham	111.375
http://en.wikipedia.org/wiki/Administration_of_the_Patrimony_of_the_Apostolic_See	101.375
http://en.wikipedia.org/wiki/Time_zone	25.625
http://en.wikipedia.org/wiki/Military_of_Vatican_City	101.375
http://en.wikipedia.org/wiki/Pope_Stephen_I	101.375
http://en.wikipedia.org/wiki/Franking	43.75
http://en.wikipedia.org/wiki/Motu_proprio	101.375
http://en.wikipedia.org/wiki/Systema_Natur%C3%A6	1.0
http://en.wikipedia.org/wiki/Ideology	19.375002
http://en.wikipedia.org/wiki/Stefano_Gobbi	201.5
http://en.wikipedia.org/wiki/Joint_Declaration_on_the_Doctrine_of_Justification	111.375
http://en.wikipedia.org/wiki/Pope_Stephen_V	101.375
http://en.wikipedia.org/wiki/Forest_County,_Wisconsin	49.75
http://en.wikipedia.org/wiki/Cairo_Declaration_of_Human_Rights_in_Islam	27.75
http://en.wikipedia.org/wiki/Magnitizdat	111.375
http://en.wikipedia.org/wiki/Water_polo	25.625
http://en.wikipedia.org/wiki/Norris_Dam	53.75
http://en.wikipedia.org/wiki/List_of_members_of_the_Commonwealth_of_Nations_by_population	33.75
http://en.wikipedia.org/wiki/Palazzolo_Acreide	25.625
http://en.wikipedia.org/wiki/Dechristianisation_of_France_during_the_French_Revolution	111.375
http://en.wikipedia.org/wiki/Nomenclature_codes	1.0
http://en.wikipedia.org/wiki/Steve_Irwin	1.0
http://en.wikipedia.org/wiki/La_F%C3%A9mis	55.75
http://en.wikipedia.org/wiki/1966_in_film	59.75
http://en.wikipedia.org/wiki/International_Standard_Serial_Number	100.125
http://en.wikipedia.org/wiki/Stan_Zemanek	1.0
http://en.wikipedia.org/wiki/Cyprus_in_the_Eurovision_Song_Contest	25.625
http://en.wikipedia.org/wiki/World_Peace_Council	29.75
http://en.wikipedia.org/wiki/St_Peter%27s_Basilica	53.3125
http://en.wikipedia.org/wiki/Bikont	1.0
http://en.wikipedia.org/wiki/Deakin_University	0.5
http://en.wikipedia.org/wiki/Green_Dolphin_Street	59.75
http://en.wikipedia.org/wiki/United_States_Senate_Library	43.75
http://en.wikipedia.org/wiki/Massachusetts_business_trust	1.0
http://en.wikipedia.org/wiki/Organism	1.0
http://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Iowa	43.75
http://en.wikipedia.org/wiki/Pope_John_Paul_II%27s_visit_to_the_United_Kingdom	111.375
http://en.wikipedia.org/wiki/1968_Summer_Olympics	25.625
http://en.wikipedia.org/wiki/William_Harvey	1.0
http://en.wikipedia.org/wiki/Conservative	9.75
http://en.wikipedia.org/wiki/Robert_Chambers_(publisher_born_1802)	1.0
http://en.wikipedia.org/wiki/Independent_News_%26_Media	61.75
http://en.wikipedia.org/wiki/Prime_Minister_of_the_United_Kingdom	101.375
http://en.wikipedia.org/wiki/Daniel_Br%C3%BChl	57.75
http://en.wikipedia.org/wiki/Innocent_III	101.375
http://en.wikipedia.org/wiki/Third_World_Network	29.75
http://en.wikipedia.org/wiki/Newfoundland_and_Labrador	40.25
http://en.wikipedia.org/wiki/Caribbean_Community	31.75
http://en.wikipedia.org/wiki/William_Collins_(publisher)	111.375
http://en.wikipedia.org/wiki/Terminal_illness	1.0
http://en.wikipedia.org/wiki/Archbishop_of_Vienna	111.375
http://en.wikipedia.org/wiki/Censorship_by_country	35.750004
http://en.wikipedia.org/wiki/Abandoned_village	53.75
http://en.wikipedia.org/wiki/Euromonitor_International	25.625
http://en.wikipedia.org/wiki/Vicar_of_Christ	101.375
http://en.wikipedia.org/wiki/List_of_Indian_Punjabi_films	57.75
http://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Connecticut	43.75
http://en.wikipedia.org/wiki/GCPEDIA	9.75
http://en.wikipedia.org/wiki/Dukes	19.375002
http://en.wikipedia.org/wiki/Kingdom_of_God	101.375
http://en.wikipedia.org/wiki/Caledonia,_Wisconsin	49.75
http://en.wikipedia.org/wiki/Paul_Marcinkus	111.375
http://en.wikipedia.org/wiki/Vivaro_Romano	25.625
http://en.wikipedia.org/wiki/Doha	27.75
http://en.wikipedia.org/wiki/Whale_Rider	59.75
http://en.wikipedia.org/wiki/Nant_Gwrtheyrn	53.75
http://en.wikipedia.org/wiki/South_West_Africa_People%27s_Organization	29.75
http://en.wikipedia.org/wiki/Secretary_for_Relations_with_States	101.375
http://en.wikipedia.org/wiki/BRIC	29.75
http://en.wikipedia.org/wiki/William_Pitt_the_Elder	19.375002
http://en.wikipedia.org/wiki/Systematics	1.0
http://en.wikipedia.org/wiki/Waushara_County,_Wisconsin	49.75
http://en.wikipedia.org/wiki/Sapienza_University_of_Rome	25.625
http://en.wikipedia.org/wiki/World_Tourism_rankings	35.750004
http://en.wikipedia.org/wiki/Sam_Neill	59.75
http://en.wikipedia.org/wiki/Trajan%27s_Market	25.625
http://en.wikipedia.org/wiki/Atletico_Roma	25.625
http://en.wikipedia.org/wiki/List_of_countries_by_apple_production	35.750004
http://en.wikipedia.org/wiki/Roskilde_Cathedral	111.375
http://en.wikipedia.org/wiki/Eastern_Catholic_Churches	101.375
http://en.wikipedia.org/wiki/CoalSwarm	9.75
http://en.wikipedia.org/wiki/Baroque_music	25.625
http://en.wikipedia.org/wiki/Sheboygan,_Wisconsin	49.75
http://en.wikipedia.org/wiki/Coptic_Catholic_Church	101.375
http://en.wikipedia.org/wiki/Natural_rubber	53.75
http://en.wikipedia.org/wiki/Town_(Wisconsin)	38.75
http://en.wikipedia.org/wiki/The_Nativity_Story	53.75
http://en.wikipedia.org/wiki/Gladiator	25.625
http://en.wikipedia.org/wiki/Sandro_Botticelli	25.625
http://en.wikipedia.org/wiki/THOMAS	43.75
http://en.wikipedia.org/wiki/History_of_Kazakhstan	111.375
http://en.wikipedia.org/wiki/President_of_the_United_States	97.0625
http://en.wikipedia.org/wiki/Archipelago_of_San_Andr%C3%A9s,_Providencia_and_Santa_Catalina	31.75
http://en.wikipedia.org/wiki/Jorge_Rafael_Videla	111.375
http://en.wikipedia.org/wiki/Environmental_Sustainability_Index	35.750004
http://en.wikipedia.org/wiki/List_of_Mexican_films	57.75
http://en.wikipedia.org/wiki/List_of_countries_by_area	35.750004
http://en.wikipedia.org/wiki/1990_in_film	59.75
http://en.wikipedia.org/wiki/Eisenhower_Doctrine	29.75
http://en.wikipedia.org/wiki/Trading_nation	31.75
http://en.wikipedia.org/wiki/Cuban_Revolution	29.75
http://en.wikipedia.org/wiki/Keynesian_economics	29.75
http://en.wikipedia.org/wiki/Order_of_Saint_Benedict	101.375
http://en.wikipedia.org/wiki/Intellipedia	9.75
http://en.wikipedia.org/wiki/Seychelles	22.25
http://en.wikipedia.org/wiki/Monti_(rione_of_Rome)	25.625
http://en.wikipedia.org/wiki/Javier_Solana	111.375
http://en.wikipedia.org/wiki/Deserted_medieval_village	53.75
http://en.wikipedia.org/wiki/Hebrew_language	5.75
http://en.wikipedia.org/wiki/Tomioka,_Fukushima	53.75
http://en.wikipedia.org/wiki/Rider_(legislation)	43.75
http://en.wikipedia.org/wiki/Florida_State_University	13.75
http://en.wikipedia.org/wiki/Ripley%27s_Game	55.75
http://en.wikipedia.org/wiki/West_Allis,_Wisconsin	49.75
http://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names	35.750004
http://en.wikipedia.org/wiki/A%26E_Television_Networks	111.375
http://en.wikipedia.org/wiki/New_Directions_Publishers	55.75
http://en.wikipedia.org/wiki/Lemieux,_Ontario	53.75
http://en.wikipedia.org/wiki/United_Nations_Transitional_Authority_in_Cambodia	111.375
http://en.wikipedia.org/wiki/United_States_House_of_Representatives_elections_in_Wisconsin,_2010	49.75
http://en.wikipedia.org/wiki/Pope_Celestine_V	101.375
http://en.wikipedia.org/wiki/United_States_House_of_Representatives_elections_in_Wisconsin,_2012	49.75
http://en.wikipedia.org/wiki/Trevi_Fountain	25.625
http://en.wikipedia.org/wiki/Dogma_(Roman_Catholic)	101.375
http://en.wikipedia.org/wiki/United_States_House_of_Representatives_elections_in_Wisconsin,_2006	49.75
http://en.wikipedia.org/wiki/Idaho	1.0
http://en.wikipedia.org/wiki/Wikimedia_Foundation	5.75
http://en.wikipedia.org/wiki/United_States_House_of_Representatives_elections_in_Wisconsin,_2008	49.75
http://en.wikipedia.org/wiki/No_liability	1.0
http://en.wikipedia.org/wiki/Hryvnia	1.0
http://en.wikipedia.org/wiki/Pope_Celestine_I	101.375
http://en.wikipedia.org/wiki/United_States_Statutes_at_Large	43.75
http://en.wikipedia.org/wiki/National_Book_Festival	43.75
